anomaly,country,series,make,model_gen,generation,prev_year,year,prev_stock,stock,change
cohort_rise,GB,VEH0120,FERRARI,575M,575M,2003,2004,117,162,0.3846153846153846
cohort_rise,GB,VEH0124,SEAT,LEON CUPRA,5F,2016,2017,2479,3426,0.38200887454618804
cohort_rise,GB,VEH0124,MINI,COOPER S,F56,2017,2018,29629,40930,0.38141685510817114
cohort_rise,GB,VEH0124,AUDI,TT,8S,2016,2017,16084,22217,0.38131061924894305
cohort_rise,GB,VEH0120,TOYOTA,CELICA GT-FOUR,ST185_ST205,2025,2026,21,29,0.38095238095238093
cohort_rise,GB,VEH0120,RENAULT,CLIO V6,MK2,2002,2003,205,283,0.3804878048780487
cohort_rise,GB,VEH0120,PEUGEOT,208 GTI,MK1,2015,2016,2905,4007,0.3793459552495697
cohort_rise,GB,VEH0120,NISSAN,GT-R,R35,2009,2010,995,1372,0.37889447236180906
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLR MCLAREN,C199,2005,2006,37,51,0.3783783783783783
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF R,MK8,2024,2025,8277,11408,0.37827715355805247
cohort_rise,GB,VEH0120,PEUGEOT,206 GTI,MK1,2000,2001,6686,9207,0.37705653604546807
cohort_rise,GB,VEH0124,PEUGEOT,208 GTI,MK1,2015,2016,2959,4074,0.37681649205812784
cohort_rise,GB,VEH0120,TVR,CHIMAERA,CHIMAERA,1996,1997,1854,2552,0.37648327939590076
cohort_rise,GB,VEH0120,MASERATI,GRANTURISMO,M145,2008,2009,668,919,0.37574850299401197
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,1998,1999,16,22,0.375
cohort_rise,GB,VEH0120,CITROEN,XSARA VTS,N0,2000,2001,3507,4821,0.37467921300256624
cohort_rise,GB,VEH0124,VOLKSWAGEN,POLO GTI,6C,2016,2017,5257,7211,0.37169488301312525
cohort_rise,GB,VEH0124,RENAULT,MEGANE RS,MK4,2020,2021,758,1037,0.36807387862796825
cohort_rise,GB,VEH0120,ABARTH,500,312,2015,2016,8076,11042,0.36726102030708274
cohort_rise,GB,VEH0120,FERRARI,CALIFORNIA,F149,2010,2011,409,559,0.36674816625916873
cohort_rise,GB,VEH0124,ABARTH,500,312,2015,2016,8216,11220,0.3656280428432328
cohort_rise,GB,VEH0124,LOTUS,ELISE,S3,2014,2015,260,355,0.3653846153846154
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF R,MK7,2016,2017,15083,20591,0.3651793409799111
cohort_rise,GB,VEH0124,TOYOTA,SUPRA,A90,2021,2022,661,902,0.36459909228441756
cohort_rise,GB,VEH0120,JAGUAR,S-TYPE R,X200,2002,2003,412,562,0.3640776699029127
cohort_rise,GB,VEH0120,FERRARI,612,612,2005,2006,121,165,0.36363636363636354
cohort_rise,GB,VEH0120,MASERATI,GRANTURISMO,M145,2009,2010,919,1252,0.3623503808487487
cohort_rise,GB,VEH0120,ALFA ROMEO,GT,937,2006,2007,3814,5193,0.3615626638699527
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2005,2006,36,49,0.36111111111111116
cohort_rise,GB,VEH0124,RENAULT,CLIO RS,MK4,2015,2016,980,1333,0.36020408163265305
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,981,2015,2016,3544,4813,0.3580699774266365
cohort_rise,GB,VEH0120,FIAT,PUNTO GT,176,1997,1998,1370,1858,0.35620437956204376
cohort_rise,GB,VEH0120,FIAT,BARCHETTA,183,1998,1999,808,1093,0.3527227722772277
cohort_rise,GB,VEH0120,CITROEN,SAXO VTS,S0,2000,2001,28843,38980,0.35145442568387475
cohort_rise,GB,VEH0120,HONDA,S2000,AP1_AP2,2002,2003,3170,4277,0.34921135646687707
cohort_rise,GB,VEH0120,ALFA ROMEO,4C,960,2016,2017,291,392,0.3470790378006874
cohort_rise,GB,VEH0124,RENAULT,CLIO RS,MK4,2018,2019,1850,2488,0.3448648648648649
cohort_rise,GB,VEH0120,ABARTH,500,312,2014,2015,6008,8076,0.34420772303595215
cohort_rise,GB,VEH0124,ABARTH,500,312,2014,2015,6118,8216,0.34292252370055576
cohort_rise,GB,VEH0124,ALFA ROMEO,4C,960,2016,2017,301,404,0.34219269102990024
cohort_rise,GB,VEH0120,TVR,CHIMAERA,CHIMAERA,1997,1998,2552,3423,0.3413009404388714
cohort_rise,GB,VEH0124,MASERATI,QUATTROPORTE,M156,2015,2016,357,478,0.3389355742296918
cohort_rise,GB,VEH0120,VOLKSWAGEN,PHAETON,3D,2006,2007,861,1152,0.33797909407665516
cohort_rise,GB,VEH0120,JAGUAR,S-TYPE R,X200,2003,2004,562,751,0.3362989323843417
cohort_rise,GB,VEH0124,BMW,M3,F80,2017,2018,2700,3601,0.3337037037037036
cohort_rise,GB,VEH0124,LANCIA,THEMA 8.32,Y9,2018,2019,3,4,0.33333333333333326
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,2018,2019,3,4,0.33333333333333326
cohort_rise,GB,VEH0124,FORD,PUMA,MK2,2023,2024,135518,180659,0.3330996620375153
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2010,2011,1013,1350,0.3326752221125371
cohort_rise,GB,VEH0120,VOLVO,S60 R,P2,1998,1999,557,742,0.33213644524236985
cohort_rise,GB,VEH0120,SUZUKI,CAPPUCCINO,EA11R,1994,1995,749,994,0.3271028037383177
cohort_rise,GB,VEH0124,FORD,FIESTA ST,MK8,2019,2020,48228,63897,0.32489425230156765
cohort_rise,GB,VEH0120,MITSUBISHI,3000GT,Z16A,1997,1998,521,690,0.32437619961612274
cohort_rise,GB,VEH0120,ASTON MARTIN,DB9,DB9,2006,2007,2401,3179,0.3240316534777177
cohort_rise,GB,VEH0120,HONDA,CRX,ED9_EE8,1998,1999,1161,1535,0.32213608957795015
cohort_rise,GB,VEH0120,FIAT,PUNTO GT,176,1999,2000,2069,2730,0.319478008699855
cohort_rise,GB,VEH0120,TVR,CERBERA,CERBERA,1998,1999,685,903,0.3182481751824817
cohort_rise,GB,VEH0120,TOYOTA,GT86,ZN6,2013,2014,2967,3910,0.317829457364341
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,1997,1998,699,919,0.31473533619456373
cohort_rise,GB,VEH0120,CITROEN,C2 VTS,A6,2005,2006,4757,6248,0.31343283582089554
cohort_rise,GB,VEH0120,ALFA ROMEO,BRERA,939,2008,2009,2068,2715,0.312862669245648
cohort_rise,GB,VEH0120,ABARTH,500,312,2011,2012,3094,4058,0.31157078215901746
cohort_rise,GB,VEH0124,OPEL,LOTUS CARLTON,A,2024,2025,39,51,0.3076923076923077
cohort_rise,GB,VEH0120,FIAT,PUNTO GT,176,1996,1997,1049,1370,0.3060057197330792
cohort_rise,GB,VEH0124,LOTUS,ELISE,S3,2015,2016,355,463,0.3042253521126761
cohort_rise,GB,VEH0124,AUDI,RS4,B8,2014,2015,1453,1895,0.3041982105987613
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,1999,2000,1187,1548,0.3041280539174389
cohort_rise,GB,VEH0120,LEXUS,LS400,XF10_XF20,1994,1995,3422,4462,0.30391583869082406
cohort_rise,GB,VEH0120,PEUGEOT,406 COUPE,MK1,1999,2000,5623,7331,0.30375244531388934
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2018,2019,12724,16588,0.3036780886513675
cohort_rise,GB,VEH0120,PEUGEOT,306 S16,MK1,1996,1997,7901,10300,0.30363245158840657
cohort_rise,GB,VEH0124,MINI,COOPER S,F56,2018,2019,40930,53319,0.30268751526997306
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK7,2017,2018,17021,22166,0.30227366194700656
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF R,MK8,2023,2024,6357,8277,0.30202925908447376
cohort_rise,GB,VEH0124,BMW,6 SERIES,F12,2014,2015,7961,10326,0.2970732320060294
cohort_rise,GB,VEH0124,FORD,PUMA,MK2,2024,2025,180659,234006,0.2952911285903277
cohort_rise,GB,VEH0124,AUDI,RS6,C8,2021,2022,1150,1489,0.2947826086956522
cohort_rise,GB,VEH0124,MASERATI,QUATTROPORTE,IV,2018,2019,17,22,0.2941176470588236
cohort_rise,GB,VEH0120,PEUGEOT,RCZ,MK1,2012,2013,7057,9117,0.29190874309196535
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,1998,1999,919,1187,0.29162132752992376
cohort_rise,GB,VEH0124,ASTON MARTIN,VANQUISH,II,2016,2017,693,895,0.29148629148629146
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,1995,1996,7,9,0.2857142857142858
cohort_rise,GB,VEH0124,AUDI,RS6,C8,2022,2023,1489,1914,0.28542646071188726
cohort_rise,GB,VEH0124,AUDI,RS4,B9,2020,2021,1293,1661,0.2846094354215003
cohort_rise,GB,VEH0120,TVR,SAGARIS,SAGARIS,2005,2006,148,190,0.28378378378378377
cohort_rise,GB,VEH0120,OPEL,LOTUS CARLTON,A,2024,2025,39,50,0.28205128205128216
cohort_rise,GB,VEH0120,FORD,ESCORT RS COSWORTH,MK5,1994,1995,1055,1352,0.281516587677725
cohort_rise,GB,VEH0124,BMW,Z4,G29,2020,2021,3355,4295,0.2801788375558867
cohort_rise,GB,VEH0120,ABARTH,500,312,2016,2017,11042,14129,0.27956891867415323
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SLK,R172,2014,2015,17852,22838,0.2792964373739637
cohort_rise,GB,VEH0120,PEUGEOT,206 GTI,MK1,2001,2002,9207,11768,0.27815792331921374
cohort_rise,GB,VEH0124,ABARTH,500,312,2016,2017,11220,14338,0.2778966131907308
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF R,MK8,2021,2022,3237,4128,0.2752548656163114
cohort_rise,GB,VEH0120,MAZDA,MX-3,EC,1996,1997,7057,8999,0.275187756837183
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,981,2015,2016,3545,4520,0.2750352609308886
cohort_rise,GB,VEH0124,MERCEDES-BENZ,S-CLASS,W223,2024,2025,2079,2648,0.27368927368927376
cohort_rise,GB,VEH0120,MITSUBISHI,FTO,DE,2004,2005,460,585,0.2717391304347827
cohort_rise,GB,VEH0120,NISSAN,350Z,Z33,2005,2006,4663,5930,0.2717134891700621
cohort_rise,GB,VEH0120,TVR,GRIFFITH,GRIFFITH,1996,1997,611,777,0.2716857610474632
cohort_rise,GB,VEH0124,AUDI,RS6,C7,2016,2017,2025,2575,0.27160493827160503
cohort_rise,GB,VEH0124,JAGUAR,F-TYPE,X152,2016,2017,7309,9293,0.27144616226569984
cohort_rise,GB,VEH0124,MERCEDES-BENZ,S-CLASS,W222,2016,2017,7194,9146,0.27133722546566585
cohort_rise,GB,VEH0120,HONDA,S2000,AP1_AP2,2003,2004,4277,5437,0.271218143558569
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC33,2021,2022,3210,4080,0.2710280373831775
cohort_rise,GB,VEH0120,JAGUAR,F-TYPE,X152,2016,2017,7240,9201,0.2708563535911601
cohort_rise,GB,VEH0124,SUBARU,IMPREZA WRX,VA,2016,2017,1019,1295,0.2708537782139353
cohort_rise,GB,VEH0120,MAZDA,RX-8,SE3P,2005,2006,15225,19347,0.27073891625615754
cohort_rise,GB,VEH0124,SKODA,OCTAVIA VRS,5E,2016,2017,11840,15036,0.26993243243243237
cohort_rise,GB,VEH0120,MG,MGF,MGF,1998,1999,20307,25751,0.26808489683360426
cohort_rise,GB,VEH0120,MITSUBISHI,FTO,DE,2005,2006,585,739,0.2632478632478632
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2017,2018,19,24,0.26315789473684204
cohort_rise,GB,VEH0124,OPEL,ASTRA OPC,J,2014,2015,1855,2341,0.2619946091644205
cohort_rise,GB,VEH0120,OPEL,MONARO,V2,2008,2009,940,1186,0.26170212765957457
cohort_rise,GB,VEH0120,FERRARI,360,360,2002,2003,908,1144,0.2599118942731278
cohort_rise,GB,VEH0120,CITROEN,XSARA VTS,N0,1999,2000,2784,3507,0.25969827586206895
cohort_rise,GB,VEH0124,SEAT,IBIZA CUPRA,6J,2015,2016,1622,2043,0.25955610357583225
cohort_rise,GB,VEH0120,FERRARI,CALIFORNIA,F149,2011,2012,559,704,0.25939177101967803
cohort_rise,GB,VEH0124,SUBARU,BRZ,ZC6,2016,2017,565,711,0.2584070796460176
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK8,2024,2025,9705,12203,0.2573930963420916
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,2000,2001,1548,1945,0.2564599483204135
cohort_rise,GB,VEH0120,FERRARI,599,599,2008,2009,251,315,0.2549800796812749
cohort_rise,GB,VEH0120,SUBARU,BRZ,ZC6,2016,2017,554,695,0.25451263537906144
cohort_rise,GB,VEH0124,FERRARI,CALIFORNIA,F149,2014,2015,901,1130,0.25416204217536076
cohort_rise,GB,VEH0124,PORSCHE,911,992,2023,2024,9798,12287,0.2540314349867321
cohort_rise,GB,VEH0120,FERRARI,CALIFORNIA,F149,2014,2015,890,1116,0.2539325842696629
cohort_rise,GB,VEH0120,MG,RV8,RV8,1994,1995,190,238,0.2526315789473683
cohort_rise,GB,VEH0120,BMW,Z3 M,E36_7,1999,2000,840,1052,0.2523809523809524
cohort_rise,GB,VEH0120,TVR,TUSCAN,TUSCAN,2001,2002,805,1008,0.25217391304347836
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK7,2018,2019,22166,27748,0.2518271226202291
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK8,2023,2024,7756,9705,0.2512893243940175
cohort_rise,GB,VEH0124,ASTON MARTIN,VANQUISH,II,2015,2016,554,693,0.2509025270758123
cohort_rise,GB,VEH0124,LANCIA,THEMA 8.32,Y9,2015,2016,4,5,0.25
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,2015,2016,4,5,0.25
cohort_rise,GB,VEH0124,BMW,M3,G80,2024,2025,4376,5470,0.25
cohort_rise,GB,VEH0120,RENAULT,A610,A610,2023,2024,8,10,0.25
cohort_rise,GB,VEH0124,RENAULT,A610,A610,2023,2024,8,10,0.25
cohort_rise,GB,VEH0124,SEAT,LEON CUPRA,5F,2019,2020,7250,9058,0.24937931034482763
cohort_rise,GB,VEH0124,PORSCHE,911,991,2016,2017,6502,8121,0.24900030759766234
cohort_rise,GB,VEH0124,FORD,FOCUS ST,MK4,2022,2023,57031,71133,0.2472690291245112
cohort_rise,GB,VEH0120,ABARTH,500,312,2012,2013,4058,5058,0.24642681123706267
cohort_rise,GB,VEH0120,SUBARU,BRZ,ZC6,2015,2016,445,554,0.24494382022471917
cohort_rise,GB,VEH0120,MITSUBISHI,FTO,DE,2003,2004,370,460,0.2432432432432432
cohort_rise,GB,VEH0120,MASERATI,4200,M138,2004,2005,955,1186,0.2418848167539267
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC32,2015,2016,4710,5849,0.24182590233545653
cohort_rise,GB,VEH0124,SUBARU,BRZ,ZC6,2015,2016,455,565,0.2417582417582418
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK8,2022,2023,6247,7756,0.2415559468544901
cohort_rise,GB,VEH0124,RENAULT,CLIO RS,MK4,2016,2017,1333,1653,0.24006001500375085
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLK,R172,2017,2018,5342,6618,0.23886184949457134
cohort_rise,GB,VEH0120,FIAT,PUNTO GT,176,2000,2001,2730,3382,0.23882783882783887
cohort_rise,GB,VEH0124,PORSCHE,911,991,2018,2019,10055,12452,0.23838886126305314
cohort_rise,GB,VEH0124,PORSCHE,911,991,2017,2018,8121,10055,0.23814801132865404
cohort_rise,GB,VEH0120,HONDA,CRX,ED9_EE8,1996,1997,591,731,0.2368866328257191
cohort_rise,GB,VEH0120,VOLKSWAGEN,LUPO GTI,6X,2002,2003,617,763,0.23662884927066452
cohort_rise,GB,VEH0120,BMW,135I,E82,2009,2010,762,942,0.2362204724409449
cohort_rise,GB,VEH0120,NISSAN,SUNNY GTI-R,N14,2020,2021,17,21,0.23529411764705888
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SLR MCLAREN,C199,2018,2019,17,21,0.23529411764705888
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLR MCLAREN,C199,2018,2019,17,21,0.23529411764705888
cohort_rise,GB,VEH0124,NISSAN,SUNNY GTI-R,N14,2020,2021,17,21,0.23529411764705888
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK1,2022,2023,515,636,0.2349514563106796
cohort_rise,GB,VEH0120,ABARTH,500,312,2017,2018,14129,17445,0.23469459975936013
cohort_rise,GB,VEH0124,ABARTH,500,312,2017,2018,14338,17694,0.23406332821871945
cohort_rise,GB,VEH0120,ALFA ROMEO,GT,937,2007,2008,5193,6404,0.23319853649143085
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLR MCLAREN,C199,2025,2026,13,16,0.23076923076923084
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,1997,1998,13,16,0.23076923076923084
cohort_rise,GB,VEH0124,VOLKSWAGEN,POLO GTI,AW,2021,2022,6578,8096,0.23076923076923084
cohort_rise,GB,VEH0124,AUDI,RS6,C8,2023,2024,1914,2355,0.2304075235109717
cohort_rise,GB,VEH0120,MASERATI,GRANTURISMO,M145,2010,2011,1252,1540,0.23003194888178924
cohort_rise,GB,VEH0120,RENAULT,CLIO V6,MK2,2004,2005,400,492,0.22999999999999998
cohort_rise,GB,VEH0120,LEXUS,SC430,Z40,2003,2004,1162,1427,0.22805507745266773
cohort_rise,GB,VEH0124,MERCEDES-BENZ,S-CLASS,W223,2023,2024,1693,2079,0.22799763733018308
cohort_rise,GB,VEH0120,LEXUS,IS-F,XE20,2009,2010,145,178,0.22758620689655173
cohort_rise,GB,VEH0120,BMW,Z3,E36_7,1999,2000,14046,17241,0.2274668944895344
cohort_rise,GB,VEH0120,MAZDA,MX-3,EC,1994,1995,4751,5831,0.22732056409177015
cohort_rise,GB,VEH0120,PEUGEOT,306 S16,MK1,1997,1998,10300,12632,0.2264077669902913
cohort_rise,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2020,2021,1261,1546,0.22601110229976218
cohort_rise,GB,VEH0120,FERRARI,F430,F430,2007,2008,1236,1515,0.22572815533980584
cohort_rise,GB,VEH0124,PEUGEOT,208 GTI,MK1,2016,2017,4074,4986,0.22385861561119302
cohort_rise,GB,VEH0120,PEUGEOT,208 GTI,MK1,2016,2017,4007,4904,0.2238582480658846
cohort_rise,GB,VEH0124,BMW,M5,F90,2020,2021,2033,2486,0.22282341367437275
cohort_rise,GB,VEH0120,FERRARI,575M,575M,2004,2005,162,198,0.22222222222222232
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SL,R231,2014,2015,2837,3463,0.22065562213605916
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC33,2019,2020,2229,2720,0.22027815163750564
cohort_rise,GB,VEH0124,BMW,8 SERIES,G15,2021,2022,5189,6331,0.22008094045095383
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF R,MK7,2017,2018,20591,25101,0.21902773056189595
cohort_rise,GB,VEH0120,MG,MGF,MGF,2000,2001,31177,37985,0.21836610321711514
cohort_rise,GB,VEH0124,BMW,6 SERIES,F12,2015,2016,10326,12575,0.2177997288398219
cohort_rise,GB,VEH0120,RENAULT,SPIDER,SPIDER,2013,2014,23,28,0.21739130434782616
cohort_rise,GB,VEH0124,VOLKSWAGEN,POLO GTI,AW,2022,2023,8096,9847,0.21627964426877466
cohort_rise,GB,VEH0120,CITROEN,C2 VTS,A6,2008,2009,8300,10080,0.21445783132530116
cohort_rise,GB,VEH0120,MITSUBISHI,3000GT,Z16A,1995,1996,294,357,0.2142857142857142
cohort_rise,GB,VEH0124,MINI,COOPER S,F56,2019,2020,53319,64686,0.2131885444213133
cohort_rise,GB,VEH0124,BMW,M5,F10,2015,2016,2178,2642,0.21303948576675857
cohort_rise,GB,VEH0120,MERCEDES-BENZ,C55 AMG,W203,2005,2006,113,137,0.21238938053097356
cohort_rise,GB,VEH0120,OPEL,CALIBRA,A,1994,1995,25405,30776,0.21141507577248575
cohort_rise,GB,VEH0120,MG,MGF,MGF,1999,2000,25751,31177,0.21071026367908052
cohort_rise,GB,VEH0120,MAZDA,MX-3,EC,1995,1996,5831,7057,0.21025553078374215
cohort_rise,GB,VEH0120,PEUGEOT,206 GTI,MK1,2003,2004,13483,16299,0.20885559593562264
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF GTI,MK8,2021,2022,5170,6247,0.2083172147001935
cohort_rise,GB,VEH0124,BMW,M5,F90,2024,2025,3075,3711,0.2068292682926829
cohort_rise,GB,VEH0124,FORD,FOCUS ST,MK4,2020,2021,39602,47597,0.20188374324529068
cohort_rise,GB,VEH0124,NISSAN,SKYLINE GT-R,R34,2021,2022,15,18,0.19999999999999996
cohort_rise,GB,VEH0124,LANCIA,THEMA 8.32,Y9,2023,2024,5,6,0.19999999999999996
cohort_rise,GB,VEH0124,NISSAN,SKYLINE GT-R,R33,2023,2024,10,12,0.19999999999999996
cohort_rise,GB,VEH0124,MITSUBISHI,ECLIPSE,1G_2G,2017,2018,20,24,0.19999999999999996
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,2023,2024,5,6,0.19999999999999996
cohort_rise,GB,VEH0120,CITROEN,XSARA VTS,N0,2001,2002,4821,5781,0.19912881144990657
cohort_rise,GB,VEH0120,FERRARI,458,458,2014,2015,1212,1453,0.19884488448844895
cohort_rise,GB,VEH0124,AUDI,RS4,B9,2022,2023,1966,2356,0.19837232960325535
cohort_rise,GB,VEH0124,FORD,FOCUS ST,MK4,2021,2022,47597,57031,0.1982057692711725
cohort_rise,GB,VEH0124,FERRARI,458,458,2014,2015,1231,1474,0.19740048740861083
cohort_rise,GB,VEH0124,BMW,M5,F90,2019,2020,1699,2033,0.1965862271924661
cohort_rise,GB,VEH0124,PORSCHE,911,992,2024,2025,12287,14699,0.19630503784487674
cohort_rise,GB,VEH0120,NISSAN,SUNNY GTI-R,N14,1999,2000,138,165,0.19565217391304346
cohort_rise,GB,VEH0120,VOLVO,S60 R,P2,2003,2004,1079,1290,0.19555143651529194
cohort_rise,GB,VEH0124,FERRARI,CALIFORNIA,F149,2015,2016,1130,1350,0.19469026548672574
cohort_rise,GB,VEH0120,CITROEN,C2 VTS,A6,2007,2008,6948,8300,0.1945883707541738
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SL,R231,2015,2016,3463,4136,0.19434016748483973
cohort_rise,GB,VEH0124,FORD,FOCUS RS,MK3,2017,2018,5677,6777,0.19376431213669187
cohort_rise,GB,VEH0124,MINI,COOPER S,F56,2021,2022,76824,91525,0.19135947099864636
cohort_rise,GB,VEH0124,VOLKSWAGEN,GOLF R,MK7,2018,2019,25101,29902,0.1912672801880404
cohort_rise,GB,VEH0120,FERRARI,CALIFORNIA,F149,2015,2016,1116,1329,0.1908602150537635
cohort_rise,GB,VEH0120,LEXUS,LS400,XF10_XF20,1995,1996,4462,5307,0.18937696100403412
cohort_rise,GB,VEH0120,TVR,GRIFFITH,GRIFFITH,1997,1998,777,924,0.18918918918918926
cohort_rise,GB,VEH0120,FERRARI,612,612,2007,2008,191,227,0.18848167539267013
cohort_rise,GB,VEH0124,TOYOTA,SUPRA,A90,2022,2023,902,1072,0.188470066518847
cohort_rise,GB,VEH0120,FERRARI,458,458,2013,2014,1020,1212,0.18823529411764706
cohort_rise,GB,VEH0124,BMW,Z4,G29,2021,2022,4295,5103,0.18812572759022128
cohort_rise,GB,VEH0120,ABARTH,500,312,2013,2014,5058,6008,0.187821273230526
cohort_rise,GB,VEH0124,MINI,COOPER S,F56,2020,2021,64686,76824,0.18764493089694834
cohort_rise,GB,VEH0120,FIAT,BARCHETTA,183,1999,2000,1093,1298,0.18755718206770355
cohort_rise,GB,VEH0120,RENAULT,TWINGO RS,MK2,2010,2011,800,949,0.18625000000000003
cohort_rise,GB,VEH0120,TVR,CHIMAERA,CHIMAERA,1998,1999,3423,4060,0.18609406952965246
cohort_rise,GB,VEH0120,HONDA,S2000,AP1_AP2,2004,2005,5437,6447,0.18576420820305306
cohort_rise,GB,VEH0124,AUDI,RS4,B9,2021,2022,1661,1966,0.18362432269717033
cohort_rise,GB,VEH0124,OPEL,CORSA VXR,E,2016,2017,2101,2485,0.18277010947168004
cohort_rise,GB,VEH0124,MASERATI,GHIBLI,II,2023,2024,11,13,0.18181818181818188
cohort_rise,GB,VEH0124,MASERATI,GHIBLI,II,2020,2021,11,13,0.18181818181818188
cohort_rise,GB,VEH0120,JAGUAR,S-TYPE R,X200,2004,2005,751,887,0.181091877496671
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,2001,2002,1945,2297,0.18097686375321342
cohort_rise,GB,VEH0120,PEUGEOT,RCZ,MK1,2013,2014,9117,10764,0.18065153010858825
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC33,2020,2021,2720,3210,0.18014705882352944
cohort_rise,GB,VEH0120,ALFA ROMEO,GT,937,1996,1997,106,125,0.179245283018868
cohort_rise,GB,VEH0120,ALFA ROMEO,8C,8C,2009,2010,34,40,0.17647058823529416
cohort_rise,GB,VEH0124,MASERATI,GHIBLI,II,2016,2017,17,20,0.17647058823529416
cohort_rise,GB,VEH0120,FIAT,COUPE,175,1998,1999,5884,6916,0.17539089055064583
cohort_rise,GB,VEH0120,VOLKSWAGEN,PHAETON,3D,2008,2009,1323,1555,0.17535903250188967
cohort_rise,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2021,2022,1546,1817,0.17529107373868036
cohort_rise,GB,VEH0120,LEXUS,SC430,Z40,2004,2005,1427,1677,0.17519271198318154
cohort_rise,GB,VEH0124,FORD,FOCUS ST,MK4,2023,2024,71133,83416,0.17267653550391526
cohort_rise,GB,VEH0120,ALFA ROMEO,155,167,1996,1997,3367,3948,0.17255717255717262
cohort_rise,GB,VEH0124,AUDI,S3,8V,2017,2018,16975,19886,0.17148748159057448
cohort_rise,GB,VEH0120,MITSUBISHI,3000GT,Z16A,1994,1995,251,294,0.17131474103585664
cohort_rise,GB,VEH0120,OPEL,VX220,VX220,2003,2004,1443,1690,0.1711711711711712
cohort_rise,GB,VEH0124,JAGUAR,F-TYPE,X152,2017,2018,9293,10878,0.17055848488109326
cohort_rise,GB,VEH0124,AUDI,S4,B9,2019,2020,3632,4251,0.17042951541850226
cohort_rise,GB,VEH0120,VOLKSWAGEN,LUPO GTI,6X,2003,2004,763,893,0.17038007863695936
cohort_rise,GB,VEH0124,PORSCHE,CAYMAN,982,2019,2020,3615,4229,0.16984785615491016
cohort_rise,GB,VEH0120,JAGUAR,F-TYPE,X152,2017,2018,9201,10761,0.1695467883925661
cohort_rise,GB,VEH0124,TOYOTA,GT86,ZN6,2014,2015,4001,4679,0.16945763559110216
cohort_rise,GB,VEH0120,TOYOTA,GT86,ZN6,2014,2015,3910,4569,0.16854219948849103
cohort_rise,GB,VEH0120,JAGUAR,S-TYPE R,X200,2005,2006,887,1036,0.16798196166854562
cohort_rise,GB,VEH0120,RENAULT,A610,A610,1994,1995,48,56,0.16666666666666674
cohort_rise,GB,VEH0120,LANCIA,THEMA 8.32,Y9,1994,1995,6,7,0.16666666666666674
cohort_rise,GB,VEH0120,BMW,Z3,E36_7,2000,2001,17241,20111,0.1664636622005684
cohort_rise,GB,VEH0124,MASERATI,GHIBLI,M157,2016,2017,2597,3028,0.1659607239122063
